Title,Year,Summary,"Short Summary",Genres,"IMDB ID",Runtime,"YouTube Trailer",Rating,"Movie Poster",Director,Writers,Cast
"Petals on the Wind",2014,"A decade after Cathy, Christopher, and Carrie escaped from their grandparents' attic at Foxworth Hall, Petals on the Wind continues to follow the twisted plight of the family as they attempt to put their sordid past behind them, but soon discover certain secrets can't be left behind. When Cathy finds herself in an abusive relationship with a fellow dancer, Julian, Christopher and Cathy are forced to face the forbidden feelings they developed for one another while coming of age during captivity. But when tragedy strikes the Dollangangers once again, Cathy returns to Foxworth Hall to confront her grandmother and seek revenge on her mother with a plan to seduce her husband Bart. When Christopher runs to Cathy's side, the two are determined to start over again - together.","A decade after Cathy, Christopher, and Carrie escaped from their grandparents' attic at Foxworth Hall, Petals on the Wind continues to follow the twisted plight of the family as they ...",Drama|Horror|Romance|Thriller,tt3496892,85,X8b86Bgrk0w,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Petals-on-the-Wind-Movie-Poster.jpg,"Karen Moncrieff","Virginia C. Andrews","Heather Graham|Rose McIver|Wyatt Nash"
"Jesus Christ Superstar Live in Concert",2018,"A live musical recounting the final days of Jesus Christ and those around him.","A live musical recounting the final days of Jesus Christ and those around him.",Musical,tt6874964,99,mPbb4BDirHA,8,https://hydramovies.com/wp-content/uploads/2018/04/Jesus-Christ-Superstar-Live-in-Concert-Movie-Poster.jpg,"David Leveaux","Tim Rice","Alice Cooper|Ben Daniels|Sara Bareilles"
"Dare to Be Wild",2015,"Irishwoman Mary Reynold's journey from rank outsider to winner of a Gold Medal at the Chelsea Flower Show.","Irishwoman Mary Reynold's journey from rank outsider to winner of a Gold Medal at the Chelsea Flower Show.",Biography|Drama|Romance,tt2989350,100,12lF4c06yEY,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Dare-to-Be-Wild-Movie-Poster.jpg,"Vivienne De Courcy","Vivienne De Courcy","Alex Macqueen|Emma Greenwell|Tom Hughes"
"Being Julia",2004,"1938. Julia Lambert and Michael Gosselyn are the royal couple of the London theater scene, Julia an actress and Michael a former actor who took over running the theater and its troupe upon the passing of their mentor, Jimmie Langton. Jimmie is still constantly with Julia in spirit as she navigates through life. Besides their work, Julia and Michael lead largely separate lives, they long ago having stopped a sexual relationship. Julia of late has been feeling disenchanted with her life, she not wanting to admit it's because she is approaching middle age. Her disenchantment manifests itself in wanting Michael to close their current production early so that she can recharge her juices, something he is reluctant to do if only for not wanting to let the theater sit empty. What Julia ends up doing instead is embarking on an affair with Tom Fennel, an adoring young American who is young enough to be her son. As Julia and Tom's relationship progresses, the more she falls in love with him and ...","Set in '30s London, the film involves stage actors and their experiences with love and revenge.",Comedy|Drama|Romance,tt0340012,104,quzIsJq7t08,7,https://hydramovies.com/wp-content/uploads/2018/04/Being-Julia-Movie-Poster.jpg,"István Szabó","W. Somerset Maugham","Annette Bening|Maury Chaykin|Michael Gambon"
"Trouble Is My Business",2018,"Los Angeles in 1947, everything should be sunny, but the smog creates a fog, a haze that permeates not just the lungs, but the psyches. Private eye Roland Drake cracks cases and romances femme fatales, while corrupt cops rule the underworld of the city and moral lines are anything but black and white. A dark, hard-boiled tale of love and betrayal, told in the classic style of film noir. Drake has fallen on hard times in a harsh world. He has been evicted from his office and disgraced by a missing persons case. Ruined in the public eye and with the police. it seems like it's all over for Roland Drake. Then, redemption walks in - with curves. The owner of those curves is a sexy, dark haired beauty named Katherine Montemar. She wants his help. The chemistry is immediate and her concern for the disappearance of her family members pulls him into her case - and into bed. He wakes up to her missing too, and a pool of blood where she used to be. After a nervous encounter with the equally ...","Detective Roland Drake falls for two sisters from the Montemar family. One woman is dead and the other wants to kill him.",Action|Adventure|Crime|Mystery|Thriller,tt2243900,116,SqUEOsQf6hM,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Trouble-Is-My-Business-Movie-Poster.jpg,"Tom Konkle","Tom Konkle","Brittney Powell|Tom Konkle|Vernon Wells"
"Outside In",2017,"An ex-con struggling to readjust to life in his small town forms an intense bond with his former high school teacher.","An ex-con struggling to readjust to life in his small town forms an intense bond with his former high school teacher.",Drama,tt7260048,109,s0SdJfplC80,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Outside-In-Movie-Poster.jpg,"Lynn Shelton","Lynn Shelton","Edie Falco|Jay Duplass|Kaitlyn Dever"
"Froning: The Fittest Man in History",2015,"Rich Froning Jr. is a legend in CrossFit and the Sport of Fitness. In this biopic, take a look at his childhood, follow his quest for a fourth CrossFit Games title, and see him as a son, a husband and a new father.","Rich Froning Jr. is a legend in CrossFit and the Sport of Fitness. In this biopic, take a look at his childhood, follow his quest for a fourth CrossFit Games title, and see him as a son, a husband and a new father.",Documentary,tt5079382,99,D1ze-f7jS2A,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Froning-The-Fittest-Man-in-History-Movie-Poster.jpg,"Heber Cannon","Heber Cannon","Dan Bailey|Rich Froning"
Elizabethtown,2005,"After causing a loss of almost one billion dollars in his company, the shoe designer Drew Baylor decides to commit suicide. However, in the exact moment of his act of despair, he receives a phone call from his sister telling him that his beloved father had just died in Elizabethtown, and he should bring him back since his mother had problem with the relatives of his father. He travels in an empty red eye flight and meets the attendant Claire Colburn, who changes his view and perspective of life.","During a hometown memorial for his Kentucky-born father, a young man begins an unexpected romance with a too-good-to-be-true stewardess.",Comedy|Drama|Romance,tt0368709,123,qyPq2BS8Ug0,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Elizabethtown-Movie-Poster.jpg,"Cameron Crowe","Cameron Crowe","Kirsten Dunst|Orlando Bloom|Susan Sarandon"
"The Other Side of Heaven",2001,"John H. Groberg, a middle class kid from Idaho Falls, crosses the Pacific to become a Mormon missionary in the remote and exotic Tongan island kingdom during the 1950's. He leaves behind a loving family and the true love of his life, Jean. Through letters and musings across the miles, John shares his humbling and sometimes hilarious adventures with ""the girl back home"", and her letters buoy up his spirits in difficult times. John must struggle to overcome language barriers, physical hardship and deep-rooted suspicion to earn the trust and love of the Tongan people he has come to serve. Throughout his adventure-filled three years on the islands, he discovers friends and wisdom in the most unlikely places. John H. Groberg's Tongan odyssey will change his life forever.","John Groberg, a farm kid from Idaho Falls, crosses an ocean to become a missionary in the remote and exotic Tongan islands during the 1950s.",Adventure|Biography|Drama,tt0250371,113,5dKsHYzIoUI,6.5,https://hydramovies.com/wp-content/uploads/2018/04/The-Other-Side-of-Heaven-Movie-Poster.jpg,"Mitch Davis","Mitch Davis","Anne Hathaway|Christopher Gorham|Joe Folau"
"Sons of Ben",2016,"After many rumors of an MLS team arriving in Philadelphia never materializing, a small group of soccer fans took matters into their own hands and started a supporters group called the Sons of Ben to help bring a team to their hometown. They were a group without a team to root for and had a modest goal of reaching 100 members by the end of the year. Little did they know they would reach over 1,500 members in less time than that and start a movement that would not only change the soccer landscape in Philadelphia forever, but also help revive a community that had been struggling for decades.","After many rumors of an MLS team arriving in Philadelphia never materializing, a small group of soccer fans took matters into their own hands and started a supporters group called the Sons ...",Biography|Documentary|Sport,tt2317088,75,m8I_pgCaRsM,7.8,https://hydramovies.com/wp-content/uploads/2018/04/Sons-of-Ben-Movie-Poster.jpg,"Jeffrey C. Bell","Jeffrey C. Bell","Corey Furlan|Don Garber|Wendell N. Butler"
"12 Strong",2018,"The True Story of the Army's Special Forces ""Green Berets"", who within weeks responded to the 9-11 attack. Green Berets, with the help of the 160th SOAR(A), took over the country and allowed other Special Forces and the rest of the conventional military to begin the more publicly visible war.","12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.",Action|Drama|History|War,tt1413492,130,-Denciie5oA,6.7,https://hydramovies.com/wp-content/uploads/2018/04/12-Strong-Movie-Poster.jpg,"Nicolai Fuglsig","Ted Tally","Chris Hemsworth|Michael Shannon"
"The Commuter",2018,"Now a hard-working life insurance salesman and a caring family man, the former police officer, Michael MacCauley, has taken the commuter rail to New York for the past ten years. But, unexpectedly, things will take a turn for the worse, when on one of his daily journeys, the cryptic passenger, Joanna, makes Michael a generous and tempting offer to locate a single commuter or face grave consequences. Is this a sick joke, or is this indeed a serious situation? As Michael races against the clock to solve this wicked conundrum, everyone aboard is a suspect, in a deal where there's definitely more than meets the eye. Can he decide in time who's the one?","An Insurance Salesman/Ex-Cop is caught up in a criminal conspiracy during his daily commute home.",Action|Crime|Drama|Mystery|Thriller,tt1590193,105,WWexI9YiLSc,6.3,https://hydramovies.com/wp-content/uploads/2018/04/The-Commuter-Movie-Poster.jpg,"Jaume Collet-Serra","Byron Willinger","Liam Neeson|Vera Farmiga"
Birdshot,2016,"""Birdshot"" is a mystery-thriller film that tells a story of a young Filipina farm girl who wanders into the boundaries of a Philippine reservation forest. Deep within the reservation she mistakenly shoots and kills a critically endangered and protected Philippine Eagle. As the local authorities begin a manhunt to track down the poacher of a national bird, their investigation leads them to an even more horrific discovery.","&quot;Birdshot&quot; is a mystery-thriller film that tells a story of a young Filipina farm girl who wanders into the boundaries of a Philippine reservation forest. Deep within the reservation she ...",Drama|Mystery|Thriller,tt6135042,116,7k8h_X3GjgM,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Birdshot-Movie-Poster.jpg,"Mikhail Red","Mikhail Red","Arnold Reyes|John Arcilla|Mary Joy Apostol"
May,2002,"When May was a child, she was a lonely girl with a lazy eye and without any friends except a weird and ugly doll kept in a glass case given by her bizarre mother on her birthday. May becomes a lonely, weird young woman, working in an animal hospital and assisting the veterinarian in surgeries and sewing operated animals most of the time. Her lesbian colleague Polly has a sort of attraction for her. When the shy May meets the mechanic Adam Stubbs, she loves his hands and has a crush on him. They date, but the weirdness and bizarre behavior of May pushes Adam away from her. Alone, May has a brief affair with Polly, but she feels rejected again when her colleague meets Ambrosia. When her doll is accidentally broken, the deranged May decides to build a friend for her, using the best parts her acquaintances can offer.","A lonely young woman traumatized by a difficult childhood and her increasingly desperate attempts to connect with the people around her is sent into a murderous tailspin.",Drama|Horror,tt0303361,93,YbN_uoGQysc,6.7,https://hydramovies.com/wp-content/uploads/2018/04/May-Movie-Poster.jpg,"Lucky McKee","Lucky McKee","Angela Bettis|Anna Faris|Jeremy Sisto"
